emp_no,first_name,last_name,from_date,to_date,title
450184,Selwyn,Henseler,3/9/1993,3/9/1994,Senior Engineer
450255,Udo,Waymire,6/14/1986,6/14/1987,Technique Leader
450309,Gill,Orlowska,12/25/1986,12/25/1987,Technique Leader
450371,Eldridge,Pargaonkar,8/3/1992,8/3/1993,Engineer
450421,Selwyn,Munoz,7/5/1989,7/5/1990,Engineer
450475,Saeed,Bahl,1/29/1991,1/29/1992,Senior Staff
450510,Boalin,Tramer,4/13/1992,2/24/1993,Staff
450817,DAIDA,Frolund,7/17/1987,7/16/1988,Engineer
450888,Sedat,Rande,3/25/1995,3/24/1996,Senior Staff
450934,Chanjung,Raoux,5/25/1992,5/25/1993,Engineer
450936,Yuriy,Ponthieu,12/11/1991,12/10/1992,Senior Staff
451253,Jaihie,Ozeri,6/21/1991,6/20/1992,Senior Staff
451272,Jacopo,Krohm,4/24/1991,4/23/1992,Engineer
451275,Bedrich,Isard,6/7/1986,6/7/1987,Senior Staff
451333,Radhika,Bonifati,3/11/1995,3/10/1996,Senior Staff
452137,Subir,Miake,7/11/1993,7/11/1994,Engineer
452196,Bartek,Snyers,1/14/1987,1/14/1988,Senior Staff
452206,Arra,Esposito,11/3/1994,11/3/1995,Staff
452325,Taiji,Berstel,12/2/1996,12/2/1997,Engineer
452347,Shigeichiro,Brattka,7/13/1996,7/13/1997,Senior Staff
452365,Fei,Gadepally,11/13/1988,11/13/1989,Assistant Engineer
452956,Gou,Thombley,4/9/1987,4/8/1988,Senior Engineer
452957,Alair,Nanard,2/10/1996,2/9/1997,Staff
452970,Mari,Fargier,8/18/1992,8/18/1993,Senior Engineer
452982,Lobel,Aloia,12/29/1994,12/29/1995,Senior Staff
453070,Aran,Rosenbaum,4/25/1991,4/24/1992,Senior Staff
453154,Gao,Lally,3/1/1996,3/1/1997,Staff
453644,Berni,Takkinen,6/8/1992,6/8/1993,Senior Staff
453688,Chinya,Leslie,10/28/1995,10/27/1996,Engineer
453723,Arne,Kohling,12/13/1985,12/13/1986,Engineer
453760,Ewing,Rajala,6/21/1996,6/21/1997,Senior Staff
453790,Fai,Keirsey,10/12/1994,10/12/1995,Engineer
453913,Stein,Perng,4/29/1993,4/29/1994,Senior Staff
453996,Sugwoo,Weiland,4/23/1997,4/23/1998,Senior Engineer
454338,Mohammed,Georg,8/3/1998,8/3/1999,Engineer
454378,Gina,Ossenbruggen,1/3/1998,1/3/1999,Technique Leader
454736,Nechama,Ermel,6/5/1995,6/4/1996,Engineer
454791,Xiaoqiu,Pietracaprina,7/9/1994,7/9/1995,Senior Engineer
454825,Kamakshi,Schusler,5/25/1995,5/24/1996,Engineer
454994,Mohan,Picht,2/24/1991,2/24/1992,Engineer
455113,Manohar,Rothenberg,4/22/1999,4/21/2000,Staff
455175,Soenke,Zaumen,2/22/1992,2/21/1993,Senior Staff
455243,Khoa,Bahk,6/10/1991,6/9/1992,Senior Engineer
455284,Luisa,Baig,7/12/1996,7/12/1997,Engineer
455296,Mang,Sundgren,11/27/1995,11/26/1996,Engineer
455364,Ranga,Plesums,1/28/1990,1/28/1991,Senior Staff
455415,Weiye,Krohm,10/29/1990,10/29/1991,Senior Staff
455726,Qiwen,Kriebel,12/13/1987,12/12/1988,Senior Staff
455814,Giao,DuCasse,7/19/1991,7/18/1992,Engineer
455914,Peer,Angelopoulos,7/23/1989,7/23/1990,Engineer
456767,Tetsurou,Schreiter,7/17/1987,7/16/1988,Senior Staff
456824,Aloke,Neiman,7/10/1985,7/10/1986,Technique Leader
456982,Shounak,Dratva,1/5/1989,1/5/1990,Engineer
457070,Gay,Plavsic,8/6/1987,8/5/1988,Senior Staff
457146,Jinpo,Heyers,1/7/1999,1/7/2000,Staff
457305,Sorina,Lakshmanan,9/3/1994,9/3/1995,Staff
457337,Xumin,Beidas,4/27/1995,4/26/1996,Technique Leader
457411,Xudong,Peck,4/18/1988,4/18/1989,Senior Engineer
457489,Berna,Ranst,5/14/1985,5/14/1986,Engineer
457611,Indrajit,Krogh,9/18/1998,9/18/1999,Engineer
457653,Yakichi,Naumovich,6/12/1988,7/3/1988,Technique Leader
457776,Florian,Siepmann,12/21/1987,12/20/1988,Engineer
457813,Foong,Gargeya,1/24/1992,1/23/1993,Engineer
457832,Jackson,Zielinski,9/12/1997,9/12/1998,Senior Engineer
457938,Arch,Picco,6/7/1993,6/7/1994,Senior Staff
458111,Florian,Tramer,11/7/1999,11/6/2000,Engineer
458134,Thanasis,Standera,3/20/1985,3/20/1986,Senior Staff
458191,George,Atchley,7/2/1997,7/2/1998,Staff
458383,Mabhin,Foote,4/23/1999,4/22/2000,Engineer
458726,Shahaf,Kitai,12/26/1986,12/26/1987,Senior Staff
458790,Ramya,Azadmanesh,11/19/1988,11/19/1989,Engineer
458919,Kaijung,Papadias,5/1/1999,4/30/2000,Engineer
459172,Val,Rissanen,11/20/1993,11/20/1994,Assistant Engineer
459356,Pramod,Wendorf,12/25/1998,12/25/1999,Engineer
459429,Mohit,Verhaegen,5/27/1992,5/27/1993,Senior Staff
459685,Hirochika,Goldhammer,3/12/1998,3/12/1999,Engineer
459846,Yuping,Sethi,12/28/1997,12/28/1998,Staff
460131,Adly,Hambrick,7/25/1997,7/25/1998,Staff
460691,Munehiko,Gihr,12/6/1989,12/6/1990,Senior Staff
460707,Yoshinari,Lanteri,12/25/1996,12/25/1997,Engineer
460920,Remzi,Mitzlaff,4/6/1986,4/6/1987,Senior Staff
461120,Shietung,Gelosh,3/26/1996,3/26/1997,Engineer
461270,Mrinalini,Mawatari,1/3/1996,1/2/1997,Staff
461563,Sreenivas,Versino,8/24/1985,8/24/1986,Senior Staff
461723,Deborah,Basawa,4/30/1991,4/29/1992,Assistant Engineer
461801,Sumali,Cooman,2/16/1992,2/15/1993,Senior Staff
462067,Sampalli,Francisci,11/25/1994,11/25/1995,Senior Staff
462493,Paloma,Gerlach,7/26/1988,7/26/1989,Engineer
462736,Larisa,Murtafg,2/25/1991,2/25/1992,Staff
462795,Somnath,Cummings,7/10/1994,7/10/1995,Senior Staff
463023,Itzchak,Penn,1/21/1999,1/21/2000,Staff
463099,Jinxi,Schmiedel,9/21/1990,9/21/1991,Senior Staff
463212,Ramya,Rossi,3/2/1987,3/1/1988,Senior Engineer
463472,Jaber,Sethi,6/6/1995,6/5/1996,Technique Leader
463495,Alenka,Barriga,5/6/1988,5/6/1989,Senior Staff
464284,Huiqun,Henders,5/19/1993,5/19/1994,Senior Staff
464303,Abdelghani,Nyrup,8/2/1986,8/2/1987,Senior Staff
464526,Berna,Comellas,9/7/1995,9/6/1996,Staff
465062,Stafford,Gist,5/7/1988,5/7/1989,Engineer
465076,Tokuyasu,Ghelli,5/5/1985,5/5/1986,Engineer
465085,Vidar,Gunderson,3/18/1996,3/18/1997,Senior Staff
465409,Shahid,Varman,8/27/1985,8/27/1986,Senior Staff
465501,Mrinalini,Gire,11/9/1992,11/9/1993,Senior Staff
465711,Lakshmi,Frijda,4/21/1990,4/21/1991,Engineer
465853,Kwan,Kampfer,10/16/1998,10/16/1999,Staff
465874,Herb,Picht,5/31/1985,5/31/1986,Assistant Engineer
466064,Temple,Danlos,6/13/1994,6/13/1995,Senior Staff
466367,Hiroyasu,Strandh,6/5/1989,6/5/1990,Senior Staff
466509,Bezalel,Verhoeff,3/22/1988,3/22/1989,Engineer
466603,Yechezkel,Nourani,8/1/1991,7/31/1992,Senior Staff
466745,Boalin,Birsak,10/16/1995,10/15/1996,Senior Staff
466911,Stepehn,Markovitch,8/13/1991,8/12/1992,Staff
467176,Przemyslawa,Borovoy,6/18/1993,6/18/1994,Senior Staff
467269,Nahum,Lambe,8/31/1989,8/31/1990,Technique Leader
467392,Mariusz,Rikino,4/13/1995,4/12/1996,Engineer
467441,Margareta,Bondorf,11/7/1988,11/7/1989,Engineer
467591,Kiyotoshi,Hennebert,9/21/1997,9/21/1998,Staff
467886,Sivanarayana,Chandrasekhar,1/24/1996,1/23/1997,Senior Staff
467918,Tsuneo,Skrikant,10/21/1997,10/21/1998,Staff
468360,Huei,Saoudi,8/10/1994,8/10/1995,Technique Leader
468417,Kamakshi,Huhdanpaa,8/26/1993,8/26/1994,Engineer
468659,Ranga,Lemarechal,11/5/1989,11/5/1990,Engineer
468763,Sachin,Zlotek,3/11/1985,3/11/1986,Senior Engineer
468773,Baziley,Brookner,9/22/1993,9/22/1994,Engineer
469104,Nadjib,Comellas,4/18/1996,4/18/1997,Engineer
469253,Baruch,Basawa,9/17/1993,9/17/1994,Engineer
469269,Weiyi,Codenie,5/27/1989,5/27/1990,Engineer
469366,Aiman,Wilfing,12/30/1990,12/30/1991,Engineer
469399,Hongzhu,Ruemmler,2/14/1999,2/14/2000,Engineer
469527,Halsur,Ibel,3/5/1998,3/5/1999,Staff
469529,Neven,Rikino,10/21/1988,10/21/1989,Engineer
469735,Arif,Stranks,11/16/1992,11/16/1993,Senior Engineer
469805,Chaosheng,Shobatake,7/3/1991,7/2/1992,Senior Staff
469867,Hein,Jonsson,2/12/1985,2/12/1986,Senior Staff
470456,Reuven,Oehlmann,3/29/1986,3/29/1987,Senior Staff
470472,Zhiguo,Staudhammer,12/3/1985,12/3/1986,Engineer
471397,Nigel,Zirintsis,1/3/1999,1/3/2000,Engineer
471532,Feiyu,Decleir,9/13/1998,9/13/1999,Technique Leader
471552,Basem,Lortz,10/25/1997,10/25/1998,Staff
471911,Arun,Zaccaria,5/31/1990,5/31/1991,Assistant Engineer
471939,Kazuhiko,Marshall,11/16/1999,11/15/2000,Staff
472052,Godehard,Chinal,12/9/1995,12/8/1996,Assistant Engineer
472143,Yahiko,Sommen,8/14/1996,8/14/1997,Senior Staff
472238,Jungsoon,Gubsky,10/9/1990,10/9/1991,Senior Engineer
472440,Xuejia,Leppanen,8/25/1998,8/25/1999,Staff
472790,Zhenbing,Ibel,10/29/1985,10/29/1986,Senior Engineer
472950,Weidon,Fordan,3/27/1986,3/27/1987,Senior Engineer
473268,Hugo,Sgarro,4/24/1992,4/24/1993,Senior Staff
473299,Khaled,Penn,5/19/1992,5/19/1993,Senior Staff
473490,Pantung,Reeker,5/11/1992,5/11/1993,Senior Staff
473824,Shin,Puoti,12/20/1996,12/20/1997,Staff
473940,Avishai,Majewski,1/10/1998,1/10/1999,Engineer
474162,Ung,Taubenfeld,10/14/1999,10/13/2000,Engineer
474257,Sungwon,Kornyak,4/4/1991,4/3/1992,Staff
474331,Sugwoo,Eugenio,10/6/1991,10/5/1992,Senior Staff
474372,Monique,Cyre,2/13/1986,2/13/1987,Senior Staff
474763,Mayuko,Clouatre,9/4/1997,9/4/1998,Engineer
474796,Zongyan,Shackel,11/9/1986,11/9/1987,Technique Leader
474918,Rasikan,Khalil,2/10/1985,3/11/1985,Engineer
475087,Genevieve,Snedden,10/21/1988,10/21/1989,Senior Engineer
475258,Fumiyo,Feinberg,11/22/1987,11/21/1988,Senior Staff
475538,Christophe,Leaver,10/31/1998,10/31/1999,Staff
475938,Shigeaki,Lanteri,2/17/1989,2/17/1990,Engineer
475965,Rimon,Pietracaprina,7/10/1985,7/10/1986,Engineer
476055,Girolamo,Schlumberger,3/7/1993,3/7/1994,Senior Staff
476122,Khun,Spieker,5/7/1995,5/6/1996,Engineer
476327,Reinhold,Binkley,5/29/1995,5/28/1996,Engineer
476361,Doohun,Preusig,4/13/1985,4/13/1986,Technique Leader
476488,Yuping,Kuhnemann,12/13/1986,12/13/1987,Technique Leader
477350,Terresa,Vigier,7/8/1998,7/8/1999,Staff
477352,Nikolaos,Lorch,4/17/1999,4/16/2000,Engineer
477578,Marit,Paludetto,9/30/1990,9/30/1991,Engineer
477969,Bluma,Mundy,10/18/1991,10/17/1992,Engineer
478007,Fumino,Narahara,9/21/1991,9/20/1992,Engineer
478170,Doowon,Schoegge,5/29/1994,5/29/1995,Assistant Engineer
478218,Djenana,Erol,1/31/1999,1/31/2000,Engineer
478439,Yuichiro,Bale,11/4/1997,11/4/1998,Technique Leader
478768,Arun,Katzenelson,10/28/1991,10/27/1992,Engineer
478799,Shaw,Borovoy,5/11/1991,5/10/1992,Senior Staff
478833,Pradeep,Valiente,9/19/1992,9/19/1993,Engineer
478858,Hidekazu,Perna,11/8/1999,11/7/2000,Staff
479024,Ewing,Kalorkoti,12/21/1996,12/21/1997,Engineer
479407,Randi,Tomescu,11/25/1986,11/25/1987,Assistant Engineer
479601,Kayoko,Bahi,2/19/1997,2/19/1998,Staff
479695,Masamitsu,Murrill,6/27/1996,6/27/1997,Senior Staff
480035,Sukumar,Georg,3/27/1990,3/27/1991,Senior Staff
480066,Suebskul,Menhardt,7/26/1994,7/26/1995,Engineer
480178,Uinam,Rahier,2/10/1991,2/10/1992,Senior Staff
480268,Gaurav,Cheshire,3/30/1989,3/30/1990,Technique Leader
480407,Deniz,Bennis,6/24/1989,6/24/1990,Engineer
480571,Anoosh,Wielonsky,8/4/1994,8/4/1995,Engineer
481050,Weiru,Burnard,10/15/1990,10/15/1991,Senior Staff
481148,Gina,Decaestecker,6/20/1986,6/20/1987,Engineer
481213,Shigehiro,Haldar,12/14/1991,12/13/1992,Senior Staff
481397,Luisa,Chelton,8/13/1998,8/13/1999,Assistant Engineer
481399,Amabile,Crelier,6/16/1998,6/16/1999,Staff
481467,Margareta,Polajnar,2/24/1989,2/24/1990,Staff
481764,Teiji,Marrakchi,8/26/1986,8/26/1987,Senior Engineer
481790,Haldun,Erie,9/12/1996,9/12/1997,Senior Engineer
481807,Taegyun,Vieri,6/17/1988,3/3/1989,Senior Engineer
482278,Sven,Hinsberger,9/11/1989,9/11/1990,Senior Engineer
482335,Kwangyoen,Peck,1/16/1994,1/16/1995,Engineer
482354,Jayson,Zockler,11/6/1999,11/5/2000,Staff
482755,Jouni,Conia,10/31/1994,10/31/1995,Senior Staff
482756,Shaowei,Back,7/30/1996,7/30/1997,Senior Staff
482885,Shaunak,Brizzi,9/2/1988,9/2/1989,Assistant Engineer
482905,Aral,Hebden,9/10/1991,9/9/1992,Senior Staff
482944,Duke,Journel,10/26/1991,10/25/1992,Senior Staff
483213,Phillip,Munch,9/2/1991,9/1/1992,Technique Leader
483401,Rosita,Pokrovskii,8/3/1996,8/3/1997,Senior Staff
483675,Hausi,Kamber,2/16/1988,2/15/1989,Engineer
483825,Marek,Mitchem,11/20/1992,11/20/1993,Senior Engineer
483838,Sham,Kavanagh,12/18/1997,12/18/1998,Assistant Engineer
483978,Dung,Tanemo,1/28/1990,1/28/1991,Senior Staff
484126,Manton,Lueh,4/7/1989,4/7/1990,Senior Staff
484142,Perry,Cooman,4/23/1987,4/22/1988,Senior Staff
484498,Herbert,Hammerschmidt,8/22/1996,8/22/1997,Engineer
484756,Phule,Ruemmler,8/9/1990,8/9/1991,Engineer
485253,Gladys,Parhami,7/20/1996,7/20/1997,Senior Staff
485489,Keiichiro,Armand,12/14/1986,12/14/1987,Assistant Engineer
485577,Rafael,Menhoudj,4/27/1997,4/27/1998,Senior Engineer
485579,Munehiro,Iwayama,12/16/1986,12/16/1987,Engineer
485799,Yoshimitsu,Litvinov,11/22/1997,11/22/1998,Senior Staff
485817,Mahmut,Bolotov,1/10/1995,1/10/1996,Engineer
486068,Yefim,Bernardeschi,6/26/1996,6/26/1997,Senior Staff
486808,Geoffrey,Siochi,12/27/1998,12/27/1999,Senior Engineer
486918,Yagil,Remmers,11/1/1994,11/1/1995,Senior Staff
486955,Jaber,Feldmann,5/23/1997,5/23/1998,Engineer
486956,Matt,Ruemmler,10/14/1993,10/14/1994,Engineer
486958,Tonny,Kropf,7/30/1986,7/30/1987,Engineer
487008,Zhigen,Raney,5/26/1993,5/26/1994,Senior Staff
487505,Uno,Jayawardene,11/2/1987,11/1/1988,Senior Staff
487856,Jaewon,Mansanne,5/22/1999,4/29/2000,Engineer
487988,Ekawit,Schaft,5/20/1990,5/20/1991,Senior Staff
488095,Francoise,Hegner,12/23/1997,12/23/1998,Senior Staff
488115,Leah,Luke,8/23/1995,9/27/1995,Assistant Engineer
488142,Denis,Narlikar,7/1/1991,6/30/1992,Senior Staff
488414,Changho,Gaughan,6/21/1987,6/20/1988,Engineer
488482,Kensyu,Tsunoo,12/5/1999,12/4/2000,Engineer
488540,Breannda,Maquelin,4/12/1996,4/12/1997,Senior Staff
488619,Georgy,Bennis,4/11/1998,4/11/1999,Engineer
488632,Irena,Baalen,11/22/1999,11/21/2000,Staff
488693,Jiong,Zultner,3/10/1993,3/10/1994,Senior Engineer
488707,Mihalis,Remmers,3/1/1990,3/1/1991,Senior Staff
488752,Nimmagadda,Baja,2/9/1994,2/9/1995,Senior Staff
488788,Wuxu,Garigliano,9/21/1990,9/21/1991,Senior Staff
488984,Kendra,Junet,2/28/1986,2/28/1987,Senior Staff
489465,Bogdan,Pepe,2/15/1995,2/15/1996,Engineer
489755,Matk,Chorvat,12/30/1994,12/30/1995,Senior Staff
489756,Kersti,Miculan,6/9/1992,6/9/1993,Senior Staff
489928,Satoru,Janetzko,7/26/1997,7/26/1998,Assistant Engineer
490240,Kazunori,Orlowska,6/18/1996,6/18/1997,Staff
490551,Lalit,Lindqvist,11/7/1998,11/7/1999,Engineer
490557,Luise,Vigier,7/1/1994,7/1/1995,Engineer
490568,Zita,Reistad,7/23/1998,7/23/1999,Senior Engineer
490720,Younwoo,Samarati,8/19/1996,8/19/1997,Senior Engineer
491079,Kwangsub,Keirsey,2/4/1992,2/3/1993,Senior Engineer
491162,Panayotis,Hempstead,8/29/1994,8/29/1995,Senior Engineer
491478,Gill,Varman,6/18/1988,6/18/1989,Senior Staff
491494,Saniya,Broomell,8/4/1992,8/4/1993,Staff
491596,Charmane,Pargas,7/29/1988,7/29/1989,Engineer
491632,Gadiel,Perly,10/20/1986,10/20/1987,Senior Staff
492000,Valeska,Cools,12/16/1993,12/16/1994,Senior Staff
492052,Udo,Ratnakar,11/30/1999,11/29/2000,Staff
492217,Heekeun,Verhaegen,9/28/1991,9/27/1992,Senior Engineer
492639,Sanjoy,Porenta,7/10/1997,7/10/1998,Engineer
492677,Goetz,McAffer,2/5/1988,2/4/1989,Engineer
493031,Hironoby,Jakobus,7/30/1991,7/29/1992,Senior Staff
493048,Muzhong,Berztiss,1/23/1995,1/23/1996,Senior Staff
493096,Sachem,Msuda,4/7/1995,4/5/1996,Engineer
493278,Shaleah,Pileggi,2/10/1999,10/30/1999,Engineer
493744,Leni,Kropatsch,7/17/1997,7/17/1998,Senior Engineer
494019,Morrie,Iisaku,5/6/1991,5/5/1992,Senior Staff
494088,Phule,Dahlbom,2/6/1989,2/6/1990,Engineer
494493,Masasuke,Koprowski,11/20/1996,11/20/1997,Staff
494978,Bezalel,Himler,7/9/1999,7/8/2000,Staff
494995,Yongmao,Pouyioutas,8/24/1989,8/24/1990,Senior Staff
495969,Geoffrey,Panienski,11/28/1988,11/28/1989,Engineer
496100,Pranjal,Reinhard,5/8/1995,5/7/1996,Staff
496970,Giordano,Maquelin,12/31/1999,12/30/2000,Senior Engineer
496978,Danco,Debuse,9/10/1993,9/10/1994,Senior Staff
497007,Oldrich,Adachi,4/3/1997,4/3/1998,Engineer
497174,Sanjiv,Bressoud,4/27/1993,4/27/1994,Engineer
497340,Fayez,Keohane,9/19/1990,9/19/1991,Senior Staff
497391,Paris,Lieblein,5/19/1999,5/18/2000,Engineer
497409,Reinhard,Erde,12/4/1992,12/4/1993,Engineer
497660,Gritta,Petereit,4/6/1985,4/6/1986,Senior Engineer
497835,Shuho,Laurillard,10/6/1999,10/5/2000,Technique Leader
498185,Caolyn,Marciano,6/6/1999,6/5/2000,Senior Engineer
498337,Naraig,Docker,5/17/1997,5/17/1998,Staff
498456,Geraldo,Gerteisen,6/5/1987,6/4/1988,Senior Staff
498635,Florian,Pezzoli,7/22/1988,7/22/1989,Senior Staff
498838,Sanjay,Ciolek,12/13/1989,12/13/1990,Senior Staff
498845,Arumugam,Pelc,11/13/1999,11/12/2000,Senior Engineer
498955,Nechama,Kandlur,1/16/1995,1/16/1996,Engineer
499160,Urs,Rande,1/25/1990,1/25/1991,Staff
499194,Padma,Delgrange,1/2/1998,1/2/1999,Senior Staff
499260,Danae,Honglei,9/14/1998,9/14/1999,Engineer
499495,Baoqiu,Kakkar,8/30/1999,8/29/2000,Engineer
